age,education,occupation,marital_status,spending_score,credit_score,work_experience,loan_status,income
45,PhD,Engineer,Divorced,74,648,28,Small Loan,88094
60,High School,Manager,Married,49,821,4,No Loan,126107
64,PhD,Artist,Single,15,325,4,Small Loan,129513
45,Master,Engineer,Married,83,347,36,Small Loan,60061
51,PhD,Teacher,Widowed,73,669,27,Large Loan,108545
29,Bachelor,Doctor,Divorced,68,313,8,Small Loan,40789
35,PhD,Engineer,Single,15,486,28,Small Loan,145497
26,Master,Lawyer,Widowed,51,823,13,Large Loan,123875
36,Master,Lawyer,Single,48,578,37,Small Loan,185179
42,Master,Doctor,Single,72,640,39,Small Loan,51287
45,PhD,Artist,Widowed,1,627,33,No Loan,40014
40,Bachelor,Manager,Married,7,324,36,Small Loan,164646
41,High School,Artist,Widowed,53,828,13,Large Loan,194669
26,Bachelor,Engineer,Widowed,31,725,17,Large Loan,42467
33,PhD,Artist,Married,18,328,32,No Loan,199549
34,PhD,Doctor,Divorced,12,622,33,Large Loan,112450
26,High School,Engineer,Widowed,48,612,27,Large Loan,102897
28,PhD,Teacher,Single,30,569,35,Large Loan,145118
27,Master,Artist,Widowed,97,594,36,Small Loan,110417
42,Master,Artist,Widowed,7,522,22,No Loan,46880
48,Master,Manager,Single,92,374,16,No Loan,144618
37,Master,Engineer,Married,3,401,10,No Loan,183323
50,Master,Lawyer,Divorced,63,831,31,No Loan,77546
49,PhD,Artist,Divorced,6,472,36,Large Loan,149083
58,High School,Doctor,Single,95,303,14,Small Loan,140461
54,High School,Artist,Married,15,778,3,Large Loan,69016
37,Master,Manager,Widowed,71,694,38,Large Loan,182961
61,PhD,Teacher,Widowed,43,466,29,Large Loan,50979
58,Bachelor,Manager,Widowed,94,599,9,Large Loan,86516
36,Bachelor,Artist,Widowed,91,417,22,No Loan,73741
33,PhD,Lawyer,Widowed,81,811,23,No Loan,82133
50,Master,Artist,Single,18,474,35,Small Loan,38360
43,High School,Engineer,Widowed,22,458,4,Large Loan,91939
54,PhD,Artist,Widowed,61,683,36,No Loan,61088
63,Bachelor,Lawyer,Married,61,526,18,Small Loan,105318
64,Bachelor,Engineer,Widowed,53,337,36,Large Loan,170092
53,Bachelor,Doctor,Divorced,26,762,7,Large Loan,163492
22,Master,Engineer,Single,91,730,6,No Loan,114059
56,Bachelor,Manager,Single,40,403,39,Large Loan,58637
62,PhD,Teacher,Single,88,492,12,Large Loan,195282
59,PhD,Manager,Divorced,8,549,36,No Loan,56453
45,Bachelor,Engineer,Widowed,21,312,26,Small Loan,165347
42,PhD,Doctor,Single,93,687,17,Small Loan,186124
63,Bachelor,Artist,Divorced,43,370,23,No Loan,189813
58,Bachelor,Engineer,Married,21,737,1,No Loan,187685
34,High School,Manager,Widowed,3,343,15,Small Loan,116337
23,Master,Engineer,Divorced,31,571,13,Small Loan,73162
48,Master,Engineer,Widowed,27,313,16,No Loan,57199
41,High School,Engineer,Married,27,670,5,No Loan,42572
44,High School,Doctor,Divorced,73,411,34,No Loan,161219
32,Master,Lawyer,Widowed,57,678,16,Large Loan,28443
37,Bachelor,Lawyer,Divorced,97,613,37,No Loan,119521
52,Bachelor,Engineer,Single,33,714,39,Large Loan,96220
35,Master,Doctor,Widowed,90,784,5,Small Loan,38595
64,Bachelor,Doctor,Divorced,92,468,37,Small Loan,91857
61,High School,Engineer,Single,44,545,20,No Loan,39810
63,Bachelor,Manager,Married,43,565,34,No Loan,162812
21,Bachelor,Manager,Widowed,31,542,22,Small Loan,57712
54,PhD,Teacher,Widowed,65,599,11,Small Loan,30468
61,PhD,Engineer,Married,84,626,28,Small Loan,152611
53,PhD,Teacher,Single,76,829,26,Small Loan,154468
49,Bachelor,Manager,Married,17,641,5,No Loan,104054
32,Master,Manager,Widowed,15,548,20,Large Loan,37704
32,High School,Engineer,Divorced,34,679,6,Small Loan,90974
37,Bachelor,Teacher,Single,80,831,15,Small Loan,90700
51,Master,Teacher,Single,4,680,4,Large Loan,161750
51,Bachelor,Engineer,Single,72,341,14,No Loan,154443
54,High School,Teacher,Married,98,644,20,Large Loan,89882
58,Bachelor,Artist,Married,89,560,3,No Loan,192177
48,High School,Manager,Divorced,79,605,4,No Loan,126654
48,Bachelor,Lawyer,Divorced,28,539,6,No Loan,173443
63,High School,Doctor,Single,73,612,34,No Loan,60297
35,Bachelor,Teacher,Divorced,2,740,35,No Loan,53753
63,High School,Teacher,Married,17,432,14,Small Loan,135710
29,PhD,Doctor,Divorced,58,350,27,No Loan,110765
49,Bachelor,Teacher,Married,74,691,1,Small Loan,161828
44,Bachelor,Doctor,Divorced,9,822,4,No Loan,196945
58,Master,Engineer,Widowed,31,807,6,Small Loan,85630
39,Master,Artist,Married,66,653,21,Large Loan,180675
24,High School,Artist,Widowed,88,694,30,Large Loan,179380
20,Bachelor,Manager,Married,62,395,31,Small Loan,127897
49,High School,Lawyer,Divorced,19,405,7,No Loan,56256
22,PhD,Teacher,Widowed,81,812,10,Small Loan,80814
64,Master,Lawyer,Divorced,74,541,0,Small Loan,57961
33,High School,Engineer,Married,55,787,39,No Loan,182505
49,High School,Artist,Widowed,28,814,18,Large Loan,54731
23,Master,Engineer,Single,92,360,37,Small Loan,31401
37,Bachelor,Engineer,Divorced,50,715,36,Large Loan,147992
56,High School,Teacher,Married,65,593,6,Large Loan,149197
44,Master,Engineer,Widowed,3,601,38,Large Loan,125041
20,Bachelor,Artist,Divorced,79,469,24,Small Loan,174517
34,PhD,Lawyer,Widowed,52,340,21,Small Loan,86012
28,Master,Artist,Divorced,10,530,26,No Loan,182042
34,High School,Teacher,Divorced,21,708,37,No Loan,167432
43,PhD,Artist,Divorced,37,596,38,Small Loan,89357
23,Bachelor,Doctor,Widowed,15,754,14,No Loan,57235
31,Bachelor,Lawyer,Widowed,87,356,1,Large Loan,106395
56,Master,Doctor,Divorced,78,539,7,Large Loan,35428
56,Master,Doctor,Single,79,475,5,Small Loan,110171
62,Master,Manager,Single,74,362,19,Large Loan,193893
25,Bachelor,Teacher,Single,9,437,26,Small Loan,102660
58,PhD,Engineer,Married,44,753,22,Small Loan,138020
43,Bachelor,Doctor,Single,39,748,39,Small Loan,64633
30,High School,Artist,Widowed,5,525,16,Large Loan,147104
32,Bachelor,Engineer,Single,25,742,12,Small Loan,39407
53,High School,Artist,Widowed,56,505,3,Small Loan,174152
44,PhD,Artist,Married,90,326,19,No Loan,98860
26,Master,Engineer,Widowed,64,756,24,Large Loan,32407
23,Master,Engineer,Widowed,72,406,21,Small Loan,196085
27,Bachelor,Artist,Widowed,86,743,16,No Loan,62433
39,Master,Teacher,Single,52,335,39,Small Loan,29220
48,PhD,Lawyer,Divorced,89,454,10,Large Loan,102267
64,Master,Manager,Widowed,76,468,24,No Loan,147262
29,Bachelor,Lawyer,Single,9,571,4,No Loan,47554
62,PhD,Teacher,Single,10,846,20,Small Loan,102021
53,High School,Manager,Single,10,719,25,Small Loan,90847
45,Bachelor,Engineer,Divorced,73,483,15,Large Loan,117541
60,High School,Manager,Divorced,62,536,39,Large Loan,182433
22,PhD,Artist,Divorced,90,808,20,Small Loan,128738
25,Bachelor,Lawyer,Divorced,99,740,31,No Loan,106103
24,Bachelor,Manager,Married,91,421,3,Large Loan,172052
24,PhD,Artist,Divorced,60,716,37,Large Loan,75748
42,Master,Teacher,Divorced,95,834,7,No Loan,58518
28,Bachelor,Manager,Divorced,19,674,8,Small Loan,74257
54,Bachelor,Artist,Widowed,38,625,16,Large Loan,31934
39,High School,Teacher,Widowed,6,779,12,No Loan,99787
61,Master,Engineer,Divorced,15,449,8,Large Loan,120781
54,High School,Teacher,Married,93,789,5,No Loan,102895
37,High School,Teacher,Widowed,47,452,26,Large Loan,168927
36,Master,Lawyer,Single,45,316,36,Small Loan,142926
43,Master,Artist,Widowed,5,647,38,No Loan,42628
22,PhD,Manager,Single,78,758,23,Large Loan,48249
51,Master,Lawyer,Widowed,53,501,8,Large Loan,192122
54,Bachelor,Doctor,Divorced,66,722,10,No Loan,158347
57,Master,Teacher,Widowed,62,579,34,No Loan,148332
32,PhD,Doctor,Divorced,23,721,28,Small Loan,25765
44,PhD,Lawyer,Divorced,44,764,7,No Loan,108417
28,PhD,Artist,Widowed,52,654,16,Large Loan,142526
23,Master,Lawyer,Single,46,677,6,Small Loan,193906
33,Master,Artist,Single,19,423,11,No Loan,123793
56,High School,Artist,Widowed,88,379,14,Large Loan,51999
53,High School,Engineer,Divorced,84,532,28,No Loan,195214
30,Bachelor,Teacher,Single,47,779,23,Large Loan,134792
60,High School,Lawyer,Married,91,453,36,Large Loan,165367
22,Bachelor,Artist,Divorced,52,708,13,Small Loan,147500
47,PhD,Lawyer,Widowed,24,330,10,Small Loan,153685
48,High School,Lawyer,Divorced,17,802,34,No Loan,149479
28,Master,Artist,Married,89,670,16,Small Loan,118393
22,High School,Manager,Married,46,622,26,No Loan,130768
44,Bachelor,Doctor,Single,64,631,2,Small Loan,54867
53,High School,Teacher,Married,95,542,1,Small Loan,151040
31,PhD,Teacher,Divorced,28,729,3,No Loan,135441
61,Master,Manager,Single,50,481,17,Small Loan,148105
28,Bachelor,Engineer,Married,64,772,19,Small Loan,31286
34,Master,Manager,Single,28,675,20,Small Loan,136299
59,Master,Engineer,Single,86,380,13,Small Loan,182362
44,Bachelor,Engineer,Widowed,56,849,7,No Loan,160221
24,Master,Manager,Single,59,719,1,Large Loan,129152
30,Master,Teacher,Single,5,766,25,No Loan,130960
53,High School,Doctor,Married,54,727,18,No Loan,92881
43,Master,Teacher,Divorced,44,356,27,No Loan,178005
34,Master,Teacher,Divorced,42,621,28,Small Loan,129984
57,Master,Teacher,Married,72,841,4,Small Loan,43082
27,Master,Manager,Divorced,92,794,27,Large Loan,136091
24,Bachelor,Manager,Single,57,565,25,Small Loan,35863
45,PhD,Manager,Widowed,47,526,4,Large Loan,31984
37,High School,Teacher,Single,76,353,14,Large Loan,152181
25,Master,Doctor,Single,25,303,8,Small Loan,80189
56,Master,Engineer,Widowed,44,738,31,Large Loan,118039
32,Bachelor,Lawyer,Married,15,609,25,No Loan,194096
47,PhD,Engineer,Single,51,388,36,No Loan,129855
24,Master,Engineer,Single,53,619,14,No Loan,74430
32,Bachelor,Lawyer,Married,34,674,3,Large Loan,92004
36,High School,Teacher,Single,77,800,35,Large Loan,152652
59,High School,Doctor,Single,8,533,19,No Loan,165204
64,Master,Doctor,Divorced,77,636,26,Small Loan,60086
51,Master,Engineer,Married,70,484,20,No Loan,128651
48,PhD,Lawyer,Single,96,737,21,Small Loan,39462
22,PhD,Artist,Single,21,479,6,Small Loan,47323
59,Master,Teacher,Widowed,7,375,30,Large Loan,43167
53,Bachelor,Engineer,Widowed,90,571,16,Large Loan,35067
59,PhD,Doctor,Widowed,79,354,6,Small Loan,86987
46,Master,Manager,Single,56,376,18,Small Loan,28226
32,PhD,Manager,Single,49,595,27,Small Loan,181633
64,Master,Lawyer,Widowed,42,518,9,Large Loan,138576
52,High School,Lawyer,Divorced,23,576,26,No Loan,126123
25,Master,Engineer,Divorced,52,565,12,Small Loan,61738
43,High School,Artist,Divorced,79,342,1,Large Loan,100794
38,PhD,Doctor,Divorced,53,660,21,No Loan,140112
35,Master,Engineer,Married,16,527,19,Large Loan,56655
59,PhD,Artist,Widowed,96,526,4,No Loan,125409
47,High School,Lawyer,Single,37,362,5,Large Loan,43854
52,Master,Manager,Widowed,18,470,34,No Loan,109811
60,PhD,Teacher,Divorced,20,606,0,Small Loan,60915
32,High School,Manager,Single,46,333,34,Large Loan,102789
62,PhD,Doctor,Married,2,429,2,No Loan,53737
64,Bachelor,Doctor,Widowed,87,693,35,No Loan,163973
44,High School,Manager,Single,94,450,6,No Loan,108094
61,High School,Manager,Single,63,683,28,Small Loan,35001
55,High School,Artist,Divorced,3,316,14,Large Loan,145804
46,Master,Engineer,Divorced,46,313,10,No Loan,187883
57,Master,Lawyer,Widowed,49,380,17,Small Loan,123538
26,Master,Artist,Married,1,506,3,Small Loan,147600
24,Bachelor,Teacher,Single,22,503,23,Small Loan,128074
62,Bachelor,Manager,Divorced,93,678,10,Small Loan,156018
64,High School,Teacher,Widowed,14,843,5,Small Loan,84489
50,Bachelor,Teacher,Divorced,92,322,17,Small Loan,62896
42,PhD,Artist,Widowed,85,461,14,Small Loan,65927
61,High School,Lawyer,Divorced,45,443,2,Large Loan,188402
29,High School,Doctor,Married,96,403,16,Large Loan,199642
51,PhD,Engineer,Single,6,681,32,Small Loan,182923
62,High School,Doctor,Divorced,65,754,33,No Loan,46185
49,Bachelor,Lawyer,Single,21,716,29,No Loan,151734
58,Master,Doctor,Widowed,4,623,18,No Loan,95300
50,PhD,Manager,Married,3,470,8,Small Loan,105125
37,Bachelor,Manager,Single,30,573,39,No Loan,35037
55,PhD,Artist,Divorced,31,751,30,Large Loan,190177
21,PhD,Teacher,Single,34,424,26,Large Loan,161492
33,High School,Lawyer,Single,83,682,24,Large Loan,125117
32,High School,Lawyer,Widowed,20,616,6,Large Loan,34779
48,Bachelor,Doctor,Married,87,406,6,Small Loan,36444
31,PhD,Artist,Married,54,762,19,Large Loan,115654
58,High School,Doctor,Single,25,729,35,No Loan,97623
21,High School,Doctor,Single,15,636,18,No Loan,149149
51,PhD,Lawyer,Widowed,38,795,1,Large Loan,164865
32,Bachelor,Doctor,Single,23,661,33,Large Loan,192454
46,Bachelor,Teacher,Widowed,52,731,16,Large Loan,158221
60,PhD,Doctor,Married,66,819,23,No Loan,66347
36,Bachelor,Teacher,Married,57,705,8,No Loan,155978
59,High School,Lawyer,Widowed,57,676,0,Large Loan,77832
50,PhD,Artist,Single,79,451,27,No Loan,175738
53,High School,Manager,Married,52,621,14,No Loan,27696
43,Master,Teacher,Divorced,35,513,20,Small Loan,188245
64,Master,Artist,Widowed,74,364,14,Large Loan,37626
54,Bachelor,Artist,Married,14,569,22,Large Loan,78303
25,Master,Teacher,Married,91,836,1,Small Loan,69793
38,High School,Lawyer,Married,14,399,35,Small Loan,187363
49,Master,Engineer,Divorced,99,404,8,No Loan,71207
26,High School,Artist,Divorced,33,430,1,Small Loan,58484
29,Bachelor,Artist,Divorced,52,688,1,Large Loan,112765
60,Bachelor,Lawyer,Single,1,620,17,Large Loan,161830
51,High School,Lawyer,Widowed,34,737,16,Large Loan,89495
53,Master,Doctor,Single,19,318,7,No Loan,188323
47,Bachelor,Lawyer,Divorced,24,524,33,No Loan,77807
34,PhD,Artist,Widowed,4,759,33,Large Loan,131809
49,Bachelor,Teacher,Single,36,693,4,Large Loan,125584
56,Master,Engineer,Single,77,525,28,No Loan,76774
48,PhD,Doctor,Single,58,659,27,No Loan,99615
41,Master,Teacher,Divorced,32,729,15,Small Loan,111262
23,High School,Engineer,Married,9,314,13,No Loan,174378
39,PhD,Engineer,Widowed,80,845,1,No Loan,82201
51,Master,Engineer,Divorced,67,713,39,Large Loan,61797
55,PhD,Manager,Widowed,20,654,3,Large Loan,159135
23,Master,Teacher,Divorced,74,756,30,Large Loan,68147
46,PhD,Doctor,Single,62,830,25,Small Loan,94428
36,Master,Doctor,Single,58,495,26,No Loan,108657
31,High School,Engineer,Married,22,414,33,Small Loan,176676
41,PhD,Teacher,Married,67,716,30,No Loan,51484
36,PhD,Manager,Widowed,75,651,10,No Loan,198402
29,PhD,Engineer,Married,89,374,7,Large Loan,153593
20,PhD,Lawyer,Married,48,335,11,No Loan,84321
41,High School,Doctor,Widowed,8,541,34,Small Loan,125758
45,PhD,Artist,Divorced,73,362,33,Large Loan,40828
37,Bachelor,Engineer,Married,15,808,12,Small Loan,152139
33,High School,Lawyer,Divorced,32,487,26,Small Loan,29957
48,Bachelor,Doctor,Single,53,392,7,Large Loan,43671
31,PhD,Manager,Married,67,304,20,No Loan,147838
55,Master,Teacher,Single,4,737,10,Small Loan,129596
54,Bachelor,Doctor,Single,30,465,21,No Loan,151054
31,PhD,Teacher,Divorced,13,745,20,Large Loan,99232
26,Bachelor,Teacher,Widowed,21,324,27,No Loan,100495
48,PhD,Manager,Married,41,807,2,No Loan,154798
30,PhD,Manager,Divorced,19,397,6,Large Loan,40383
52,PhD,Engineer,Widowed,48,567,13,No Loan,33892
25,Master,Engineer,Single,86,692,14,Small Loan,52780
34,Bachelor,Doctor,Married,63,584,8,Small Loan,144801
51,High School,Manager,Single,20,408,6,Small Loan,119257
30,High School,Lawyer,Single,64,326,11,No Loan,175461
42,High School,Doctor,Married,37,354,18,Small Loan,144478
45,High School,Artist,Widowed,31,432,26,No Loan,70081
53,PhD,Teacher,Widowed,74,351,17,No Loan,121905
53,Bachelor,Teacher,Married,18,792,12,No Loan,38095
48,Bachelor,Engineer,Married,20,597,0,No Loan,51634
23,Master,Lawyer,Divorced,82,698,37,Large Loan,159749
36,Bachelor,Manager,Divorced,11,317,20,Small Loan,199851
54,Bachelor,Manager,Single,86,545,33,Small Loan,72873
32,Bachelor,Engineer,Married,44,802,12,No Loan,116084
60,Master,Artist,Widowed,82,388,22,Large Loan,84798
58,High School,Doctor,Single,64,502,0,No Loan,62932
34,Bachelor,Doctor,Single,34,539,22,Small Loan,99569
48,Master,Lawyer,Single,87,789,27,Small Loan,146548
48,Master,Engineer,Single,65,312,31,Large Loan,147793
30,PhD,Engineer,Widowed,55,614,7,No Loan,90820
51,Master,Artist,Single,74,497,25,Large Loan,128874
21,High School,Doctor,Married,1,542,13,No Loan,112651
33,Bachelor,Engineer,Divorced,38,806,23,Large Loan,81763
39,Master,Manager,Widowed,9,342,28,Small Loan,109355
41,High School,Lawyer,Married,95,629,3,Large Loan,65291
30,Master,Doctor,Married,71,728,17,Small Loan,124333
46,Master,Artist,Married,17,461,13,Small Loan,188369
22,Master,Lawyer,Divorced,99,734,26,No Loan,186663
36,Master,Teacher,Divorced,52,532,2,Large Loan,179040
63,Master,Manager,Divorced,18,410,29,Large Loan,49475
47,High School,Artist,Married,63,531,35,Large Loan,78603
48,Bachelor,Lawyer,Divorced,33,572,22,Large Loan,44350
40,Bachelor,Engineer,Single,4,340,17,No Loan,98291
35,Bachelor,Teacher,Divorced,87,765,39,No Loan,123857
56,Bachelor,Artist,Widowed,75,376,9,No Loan,104739
39,High School,Engineer,Married,52,789,11,Small Loan,48519
25,PhD,Manager,Married,9,416,7,Small Loan,91776
38,PhD,Teacher,Single,64,733,31,Small Loan,94695
24,High School,Doctor,Divorced,30,318,16,No Loan,109409
22,High School,Engineer,Divorced,8,495,13,Small Loan,166852
20,Master,Lawyer,Widowed,5,750,36,Large Loan,164733
57,Master,Artist,Single,76,724,8,Small Loan,53512
34,Master,Teacher,Widowed,63,693,25,No Loan,43403
53,Bachelor,Engineer,Widowed,1,583,23,No Loan,153812
54,Master,Doctor,Married,15,333,22,No Loan,67983
44,PhD,Artist,Married,89,594,30,No Loan,67549
43,Bachelor,Artist,Divorced,82,550,38,Large Loan,120085
31,Master,Engineer,Divorced,38,638,1,Small Loan,73719
37,Bachelor,Doctor,Widowed,42,739,17,Small Loan,95849
34,PhD,Manager,Divorced,46,479,15,No Loan,138351
63,Master,Manager,Widowed,53,527,28,Small Loan,132915
35,PhD,Teacher,Divorced,26,322,10,Large Loan,50456
46,PhD,Engineer,Divorced,61,626,1,No Loan,33461
27,PhD,Teacher,Married,67,453,13,Small Loan,184017
44,Master,Manager,Married,54,445,3,Small Loan,95363
36,High School,Artist,Married,22,551,38,Small Loan,113907
48,Master,Teacher,Married,26,601,33,Small Loan,103439
27,PhD,Doctor,Single,83,369,38,No Loan,175959
34,Master,Lawyer,Married,60,842,8,No Loan,186175
46,PhD,Manager,Single,39,392,39,Large Loan,104936
26,High School,Manager,Married,36,462,6,No Loan,147512
22,Bachelor,Doctor,Divorced,21,380,16,Small Loan,190915
48,High School,Teacher,Widowed,41,362,22,Small Loan,104726
63,High School,Engineer,Divorced,48,735,10,Small Loan,109204
43,Bachelor,Artist,Divorced,26,347,21,Large Loan,56869
22,Master,Lawyer,Single,63,744,17,No Loan,148263
39,Bachelor,Engineer,Married,77,373,27,No Loan,70301
34,Master,Engineer,Widowed,36,841,15,No Loan,138568
44,Master,Doctor,Widowed,24,456,3,Small Loan,139550
49,PhD,Teacher,Married,90,786,35,Small Loan,72369
33,PhD,Manager,Single,21,565,21,Small Loan,142496
26,Bachelor,Manager,Single,18,555,10,Large Loan,72331
36,High School,Doctor,Single,15,338,20,Large Loan,53911
63,Bachelor,Teacher,Widowed,79,354,39,Small Loan,148976
39,Master,Doctor,Single,6,327,15,Large Loan,31521
55,PhD,Manager,Single,43,417,8,Large Loan,64123
28,Bachelor,Engineer,Widowed,31,669,34,Large Loan,56514
57,Bachelor,Artist,Widowed,28,508,33,No Loan,62539
41,PhD,Teacher,Divorced,8,615,8,Large Loan,60464
21,PhD,Lawyer,Widowed,29,692,12,Small Loan,70226
43,PhD,Lawyer,Married,21,743,5,No Loan,96332
27,Master,Engineer,Widowed,81,558,3,Large Loan,58576
30,PhD,Doctor,Widowed,88,497,27,Small Loan,28293
32,High School,Doctor,Single,58,744,10,Large Loan,132801
36,Bachelor,Manager,Divorced,60,604,33,Small Loan,159531
27,PhD,Engineer,Single,50,638,34,Small Loan,43803
40,PhD,Manager,Divorced,31,828,4,Large Loan,94760
37,Master,Manager,Single,47,353,38,Large Loan,32571
49,Master,Lawyer,Married,34,411,10,No Loan,50772
37,Bachelor,Manager,Single,2,718,11,Large Loan,78719
50,High School,Manager,Single,67,604,18,Small Loan,39171
57,Bachelor,Lawyer,Married,94,737,12,No Loan,138627
51,PhD,Doctor,Married,72,384,3,Small Loan,143212
